Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63
SRR6984617 - polya	(1, 0.0032861115989135325)	(2, 0.005677864810534109)	(3, 0.0090222407994993)	(4, 0.01280651293335451)	(5, 0.016197500434361026)	(6, 0.01905536876639487)	(7, 0.023320322118176265)	(8, 0.029021492684731035)	(9, 0.03713189577992188)	(10, 0.045251038533620475)	(11, 0.04956842983644836)	(12, 0.053274045043733835)	(13, 0.0575943495660643)	(14, 0.06199039779546193)	(15, 0.06582128144135846)	(16, 0.06960264035571109)	(17, 0.07425505190133601)	(18, 0.07901816578805909)	(19, 0.08358026752910394)	(20, 0.0884657366349355)	(21, 0.094175646859998)	(22, 0.0996699788418694)	(23, 0.10358534585334084)	(24, 0.10766676637645951)	(25, 0.11175110011908077)	(26, 0.1154450624483559)	(27, 0.11995181301885167)	(28, 0.12340397812941244)	(29, 0.1269726720200765)	(30, 0.13083560108050146)	(31, 0.13461987321435667)	(32, 0.13836044705567313)	(33, 0.14187378977578813)	(34, 0.14561436361710461)	(35, 0.14949768521404763)	(36, 0.1550328022689552)	(37, 0.16010763064245462)	(38, 0.1649727072117681)	(39, 0.17000092407322623)	(40, 0.17475238508193897)	(41, 0.1793319661399993)	(42, 0.18350660968720062)	(43, 0.18779778201450528)	(44, 0.19172188868448445)	(45, 0.19583535462213153)	(46, 0.20023140285152916)	(47, 0.20454588093485446)	(48, 0.20880792106713328)	(49, 0.21341663432021946)	(50, 0.21829045054804067)	(51, 0.2228758580451062)	(52, 0.2273243442255503)	(53, 0.23206415235625272)	(54, 0.23659420868276915)	(55, 0.2409873436926642)	(56, 0.24536882582454891)	(57, 0.24976196083444396)	(58, 0.2542512320879242)	(59, 0.25878128841444065)	(60, 0.2634366131795682)	(61, 0.26780644243344254)	(62, 0.2728084403193774)	(63, 0.278063888302037)	(64, 0.28399228998979326)
SRR6984617 - polyg	(1, 0.07996787534590112)	(2, 0.5948561166714114)	(3, 0.5954970249619795)	(4, 0.5958145658877612)	(5, 0.5966681392020179)	(6, 0.5975100596382644)	(7, 0.5976149355403574)	(8, 0.5977605965154865)	(9, 0.5980752242217654)	(10, 0.5983548932940134)	(11, 0.5987481779268621)	(12, 0.5991939005107573)	(13, 0.5995900983631086)	(14, 0.5999338582644134)	(15, 0.6003912337263189)	(16, 0.6006738160180695)	(17, 0.6010787535289285)	(18, 0.6014254266497359)	(19, 0.6018769756726362)	(20, 0.6024275741586244)	(21, 0.6027218093283853)	(22, 0.6031267468392443)	(23, 0.6035724694231395)	(24, 0.6040240184460398)	(25, 0.6044056502008781)	(26, 0.6049358561503483)	(27, 0.6054806281973313)	(28, 0.6060865778538684)	(29, 0.6067828373149858)	(30, 0.6075490140441651)	(31, 0.608143310822692)	(32, 0.6091163261365548)	(33, 0.6099028954022521)	(34, 0.6106603324729236)	(35, 0.611636261006289)	(36, 0.6128598131973738)	(37, 0.6140396670959198)	(38, 0.6151729094824246)	(39, 0.6167664405503375)	(40, 0.6181851784480954)	(41, 0.6195514783948067)	(42, 0.621197447413766)	(43, 0.6234231471137395)	(44, 0.6254216156925113)	(45, 0.6274812618808374)	(46, 0.6293369827039828)	(47, 0.6311169598200609)	(48, 0.6337213780553701)	(49, 0.6356761483416032)	(50, 0.6371531506294127)	(51, 0.6387292023803101)	(52, 0.6401712460340886)	(53, 0.6418492604675764)	(54, 0.6433146098773757)	(55, 0.6450013639693711)	(56, 0.646769688207439)	(57, 0.6483661324948544)	(58, 0.6500907584403834)	(59, 0.6530651555525206)	(60, 0.6549558350096969)	(61, 0.656695027052739)	(62, 0.658999383679282)	(63, 0.6614319219639387)	(64, 0.6643334885885114)
SRR6984618 - illumina_universal_adapter	(1, 2.4754513906042687e-05)	(2, 3.182723216491202e-05)	(3, 5.304538694152004e-05)	(4, 7.426354171812805e-05)	(5, 8.13362599769974e-05)	(6, 0.0001626725199539948)	(7, 0.00016974523821286413)	(8, 0.00018035431560116814)	(9, 0.00019096339298947215)	(10, 0.0001980361112483415)	(11, 0.00021571790689551483)	(12, 0.00022986334341325353)	(13, 0.00023693606167212285)	(14, 0.00024754513906042686)	(15, 0.0002652269347076002)	(16, 0.0002899814486136429)	(17, 0.0003147359625196856)	(18, 0.00035009955381403227)	(19, 0.0003783904268495096)	(20, 0.00042082673640272565)	(21, 0.0004774084824736804)	(22, 0.0005375265876740698)	(23, 0.0006153264885216325)	(24, 0.0007249536215341072)	(25, 0.0008168989588994087)	(26, 0.0009406715284296221)	(27, 0.0010962713301247476)	(28, 0.0013296710326674357)	(29, 0.001541852580433516)	(30, 0.0018000067968822469)	(31, 0.002111206400272498)	(32, 0.002493133186251442)	(33, 0.0028290873035477357)	(34, 0.0032357686034327226)	(35, 0.003564650002470147)	(36, 0.0039748676614845685)	(37, 0.004395694397887294)	(38, 0.004929684626431929)	(39, 0.005608665579283386)	(40, 0.006333619200817493)	(41, 0.0072000271875289875)	(42, 0.008108871483793698)	(43, 0.009205142813918444)	(44, 0.010425186713573406)	(45, 0.011666448768004975)	(46, 0.013027947032837323)	(47, 0.014463708839387798)	(48, 0.016330906459729302)	(49, 0.018481012810425582)	(50, 0.020892809736700026)	(51, 0.023767869708930415)	(52, 0.02676316589156158)	(53, 0.029889307361981827)	(54, 0.033613093525276534)	(55, 0.037368706920736156)	(56, 0.0413824745326445)	(57, 0.045817068880955575)	(58, 0.05094832597776528)	(59, 0.05694245470215705)	(60, 0.06378177325848369)	(61, 0.07186589022837135)	(62, 0.08050167922245081)	(63, 0.09020898503274899)	(64, 0.100411381121168)
SRR6984618 - polya	(1, 0.0024047242080155753)	(2, 0.004636166818688852)	(3, 0.0082927621585243)	(4, 0.011581576148898542)	(5, 0.014725399414965964)	(6, 0.01696391474389811)	(7, 0.022862561771795138)	(8, 0.028549027251926085)	(9, 0.03758442482763167)	(10, 0.04431411625094584)	(11, 0.05073968078912864)	(12, 0.05466503942280112)	(13, 0.0588450159137929)	(14, 0.062384911402357)	(15, 0.0654650802040946)	(16, 0.06931263893691952)	(17, 0.07328043388014523)	(18, 0.078623872524721)	(19, 0.08584158150789717)	(20, 0.09376302595783083)	(21, 0.10763616282260303)	(22, 0.11800123143097606)	(23, 0.12276824353745398)	(24, 0.1271356470623058)	(25, 0.13157377776974633)	(26, 0.1355910817407841)	(27, 0.14228540957280392)	(28, 0.14495182435639767)	(29, 0.14795772961641715)	(30, 0.1511475255511672)	(31, 0.15491728438314456)	(32, 0.1578701442562225)	(33, 0.1614277215404338)	(34, 0.16531771658281194)	(35, 0.16857470334102126)	(36, 0.17907768995544224)	(37, 0.1846120919930075)	(38, 0.18895474100395326)	(39, 0.19362273505480704)	(40, 0.19745614835111422)	(41, 0.20121883446483269)	(42, 0.20458898471518394)	(43, 0.20794852588814686)	(44, 0.2111560036185441)	(45, 0.2142679996524466)	(46, 0.21763814990279787)	(47, 0.22101537287140796)	(48, 0.22428650506613504)	(49, 0.22758946449302703)	(50, 0.2313309324519689)	(51, 0.23473998265274393)	(52, 0.2381667146491661)	(53, 0.2415828375682)	(54, 0.24470897903862027)	(55, 0.24820290185850172)	(56, 0.2521883785973746)	(57, 0.25550548346078433)	(58, 0.2594591329674923)	(59, 0.26329961898205834)	(60, 0.2668819507801756)	(61, 0.27039001903657484)	(62, 0.2743754957754477)	(63, 0.2783857270282266)	(64, 0.28297592117823284)
SRR6984618 - polyg	(1, 0.07549065833604189)	(2, 0.4502103444091983)	(3, 0.4507584800742607)	(4, 0.4509706616220268)	(5, 0.4517663424261496)	(6, 0.4527565229823913)	(7, 0.45282725016498)	(8, 0.4529474863753808)	(9, 0.45314905884575857)	(10, 0.4533789221891718)	(11, 0.45356281286390243)	(12, 0.4538457215942572)	(13, 0.45409680309244704)	(14, 0.4543514209497663)	(15, 0.45468737506706264)	(16, 0.4549172384104759)	(17, 0.45511881088085365)	(18, 0.45543354684337334)	(19, 0.45575889188328134)	(20, 0.4560913096414482)	(21, 0.4562221549292373)	(22, 0.4564979909413332)	(23, 0.4568091905447234)	(24, 0.457130999225502)	(25, 0.4574704897019277)	(26, 0.45782058925574176)	(27, 0.4582201978373679)	(28, 0.4585879791868291)	(29, 0.4590194150006201)	(30, 0.45957462338394134)	(31, 0.46000252283860293)	(32, 0.4606319947636423)	(33, 0.46124732125216394)	(34, 0.4618697204589444)	(35, 0.4626512558265495)	(36, 0.4634221821167663)	(37, 0.46421432656175965)	(38, 0.46508780726673)	(39, 0.46602494243603015)	(40, 0.4671176774070255)	(41, 0.4681502942728204)	(42, 0.46953301069242936)	(43, 0.471637144374443)	(44, 0.4732815513696301)	(45, 0.47501083098392366)	(46, 0.47641830191743867)	(47, 0.4779212545474484)	(48, 0.48017391531289827)	(49, 0.4817546678437556)	(50, 0.48280496650519766)	(51, 0.48405683763701757)	(52, 0.48512128173497737)	(53, 0.4862776711703025)	(54, 0.48748356963343975)	(55, 0.48861520455485885)	(56, 0.4898812211231965)	(57, 0.49113662861414575)	(58, 0.4924662996468132)	(59, 0.49490638744612314)	(60, 0.49635629468919135)	(61, 0.4977673019818358)	(62, 0.4996062087291418)	(63, 0.5015759607642369)	(64, 0.5036800944462505)
SRR6984619 - illumina_universal_adapter	(1, 7.974206838582708e-05)	(2, 8.320911483738477e-05)	(3, 0.0002634955303183851)	(4, 0.00037097397031667377)	(5, 0.00043338080644471236)	(6, 0.0014457583702995604)	(7, 0.001497764067072926)	(8, 0.0015497697638462914)	(9, 0.0016953857148117148)	(10, 0.001771660736745984)	(11, 0.0018201993870677919)	(12, 0.0019034085019051766)	(13, 0.001969282384484773)	(14, 0.0020455574064190424)	(15, 0.0021252994748048692)	(16, 0.00226051428641562)	(17, 0.0023575915870592355)	(18, 0.0025032075380246586)	(19, 0.0026210871173776205)	(20, 0.002777104207697717)	(21, 0.002946989483824044)	(22, 0.0031272758993050446)	(23, 0.003304095268334487)	(24, 0.003543321473491968)	(25, 0.0037721465392947765)	(26, 0.004039109116064719)	(27, 0.004326873971544009)	(28, 0.004729051359924701)	(29, 0.005162432166369414)	(30, 0.005661686855393722)	(31, 0.006070798336677531)	(32, 0.006504179143122243)	(33, 0.0070658406682745905)	(34, 0.007565095357298899)	(35, 0.0081059546037419)	(36, 0.008698819546958267)	(37, 0.009347157233399557)	(38, 0.010023231291453308)	(39, 0.010883058811439616)	(40, 0.01187116705013356)	(41, 0.012939017357213332)	(42, 0.014180219986870989)	(43, 0.015376351012658395)	(44, 0.016582883177800475)	(45, 0.017928097201004863)	(46, 0.019398124896465325)	(47, 0.020979098078375637)	(48, 0.022937979323505737)	(49, 0.025108350402180856)	(50, 0.027881987563427014)	(51, 0.03097806004466804)	(52, 0.034483244007192874)	(53, 0.038078571177458206)	(54, 0.041874987041913884)	(55, 0.04603890983023468)	(56, 0.050372717894681805)	(57, 0.05518844541589545)	(58, 0.06073571973838777)	(59, 0.06703187609441655)	(60, 0.07417399178462541)	(61, 0.08306349888641935)	(62, 0.09255627207078433)	(63, 0.1029678125648121)	(64, 0.11440213176204939)
SRR6984619 - polya	(1, 0.022154426825453696)	(2, 0.02461949685251122)	(3, 0.028214824022776554)	(4, 0.03145997950143456)	(5, 0.03437923261364614)	(6, 0.03658427415683684)	(7, 0.0417917779270765)	(8, 0.04722463971666742)	(9, 0.05523698406621726)	(10, 0.06151927223643981)	(11, 0.06646674752281265)	(12, 0.06989218941695165)	(13, 0.07364353367753708)	(14, 0.07689909029554977)	(15, 0.07983914568647069)	(16, 0.08317097732641764)	(17, 0.08713727846699965)	(18, 0.0916236365753153)	(19, 0.09759735761134923)	(20, 0.10408073447576212)	(21, 0.11509554105236093)	(22, 0.1227785159890128)	(23, 0.12665120687540274)	(24, 0.13030547383534455)	(25, 0.13404988400302686)	(26, 0.13690326323265886)	(27, 0.14200675560935178)	(28, 0.14416672554867224)	(29, 0.14688488996669347)	(30, 0.14976253852148635)	(31, 0.15305623265046617)	(32, 0.15573279251106872)	(33, 0.15888780478198622)	(34, 0.1620046795419366)	(35, 0.16478871784253743)	(36, 0.17275599058821703)	(37, 0.17691644633008627)	(38, 0.18068165877647793)	(39, 0.18445033826932114)	(40, 0.1878549778847508)	(41, 0.19135669480082407)	(42, 0.19457411390786963)	(43, 0.19771872503943244)	(44, 0.20080092933486723)	(45, 0.20390393590901137)	(46, 0.2069688049721884)	(47, 0.20999900357084983)	(48, 0.21296679533338322)	(49, 0.216229286044299)	(50, 0.21939469945457118)	(51, 0.22245610147129663)	(52, 0.22557644327769857)	(53, 0.2286967850841005)	(54, 0.2317963246117931)	(55, 0.23506921646206355)	(56, 0.23883789595490676)	(57, 0.24165660472002318)	(58, 0.24512711821803243)	(59, 0.24858723057668702)	(60, 0.25199187019211666)	(61, 0.2553028995533543)	(62, 0.2588150176087822)	(63, 0.2625074220796912)	(64, 0.26709779158155356)
SRR6984619 - polyg	(1, 0.07480152719235736)	(2, 0.46586009760290487)	(3, 0.4663905557099932)	(4, 0.4666367160080538)	(5, 0.4674757412493308)	(6, 0.46832170058351086)	(7, 0.46842571197705757)	(8, 0.46854012450995897)	(9, 0.4688174882260836)	(10, 0.46899084054866147)	(11, 0.46920926447510963)	(12, 0.4694970293305889)	(13, 0.469770926000262)	(14, 0.47007602608799903)	(15, 0.4703152522931565)	(16, 0.47049553870863753)	(17, 0.47076943537831056)	(18, 0.4710398650015321)	(19, 0.4713484321357207)	(20, 0.471667400409264)	(21, 0.4718580879640997)	(22, 0.4721250505408697)	(23, 0.4724578870002192)	(24, 0.4727005802518282)	(25, 0.472984878060856)	(26, 0.47323103835891656)	(27, 0.4735465395860083)	(28, 0.47388631013826094)	(29, 0.4744306364311555)	(30, 0.4749818968169532)	(31, 0.4754568821808166)	(32, 0.4761364232853219)	(33, 0.47667381548531335)	(34, 0.47730481793949686)	(35, 0.4780294306478724)	(36, 0.47912501732656465)	(37, 0.4801200596581617)	(38, 0.48118790996524147)	(39, 0.4823563046194164)	(40, 0.48364604589939586)	(41, 0.48488378148260197)	(42, 0.48637114441032026)	(43, 0.48863859278963895)	(44, 0.49055933652380196)	(45, 0.49289959287860335)	(46, 0.49465045133664004)	(47, 0.4961343472179067)	(48, 0.49951471750817544)	(49, 0.5016746874474959)	(50, 0.5028916207519927)	(51, 0.5042472359145517)	(52, 0.5057241977029153)	(53, 0.5068371196138654)	(54, 0.5079812449428793)	(55, 0.5092501839441494)	(56, 0.510664738896385)	(57, 0.5119648813157192)	(58, 0.5136394647518215)	(59, 0.517390809012407)	(60, 0.5190619254020578)	(61, 0.5206290303981619)	(62, 0.5228860776381259)	(63, 0.5250183112058339)	(64, 0.5278266188315957)
SRR6984620 - illumina_universal_adapter	(1, 1.7079198189031132e-05)	(2, 2.0495037826837358e-05)	(3, 6.831679275612453e-05)	(4, 9.222767022076811e-05)	(5, 9.564350985857434e-05)	(6, 0.0002596038124732732)	(7, 0.0002698513313866919)	(8, 0.00028351468993791676)	(9, 0.0003074255674025604)	(10, 0.00032108892595378524)	(11, 0.00032792060522939773)	(12, 0.0003381681241428164)	(13, 0.0003552473223318475)	(14, 0.0003654948412452662)	(15, 0.000392821558347716)	(16, 0.0004303957943635845)	(17, 0.000467970030379453)	(18, 0.0005089601060331277)	(19, 0.0005465343420489962)	(20, 0.0006011877762538958)	(21, 0.0006626728897344079)	(22, 0.00072415800321492)	(23, 0.0008232173527113005)	(24, 0.0009222767022076811)	(25, 0.0010657419669955425)	(26, 0.0012160389110590164)	(27, 0.0014107417704139714)	(28, 0.0016498505450604072)	(29, 0.0019265335557227116)	(30, 0.0022032165663850157)	(31, 0.0024662362184960955)	(32, 0.0027668301066230434)	(33, 0.0031357407875061156)	(34, 0.003518314826940413)	(35, 0.003935047262752772)	(36, 0.0043039579436358446)	(37, 0.004816333889306779)	(38, 0.005410689986285062)	(39, 0.006093857913846308)	(40, 0.006869253511628321)	(41, 0.007726629260717684)	(42, 0.008700143557492459)	(43, 0.009779548883039226)	(44, 0.010845290850034769)	(45, 0.01215697327095236)	(46, 0.013475487371145562)	(47, 0.014930635056851015)	(48, 0.016932317084605464)	(49, 0.01914236533026609)	(50, 0.02174181929463663)	(51, 0.024713599779528046)	(52, 0.027794687132829263)	(53, 0.03114562581751717)	(54, 0.03495770285330892)	(55, 0.038851760040408016)	(56, 0.043206955578610956)	(57, 0.048163338893067786)	(58, 0.053806305974723675)	(59, 0.060053876672271266)	(60, 0.0673159517422473)	(61, 0.07578723404400674)	(62, 0.08504757530209942)	(63, 0.09503207456340702)	(64, 0.1059456822061979)
SRR6984620 - polya	(1, 0.003036681438009735)	(2, 0.005516581015057055)	(3, 0.009895687430724637)	(4, 0.013243210275774738)	(5, 0.01672736670633709)	(6, 0.019149197009541704)	(7, 0.025171322290994082)	(8, 0.0314393880263685)	(9, 0.040662155048445316)	(10, 0.046855072311788)	(11, 0.05334858346325764)	(12, 0.05728021488637261)	(13, 0.06170031137769386)	(14, 0.06533134891268189)	(15, 0.06855248569113315)	(16, 0.07294183962571416)	(17, 0.0775703023349416)	(18, 0.08406039764677342)	(19, 0.09373405550104065)	(20, 0.10190815975431095)	(21, 0.11878923924434932)	(22, 0.12904700567668143)	(23, 0.13373695349938935)	(24, 0.13802041640519838)	(25, 0.1428606611719698)	(26, 0.14655659966007614)	(27, 0.1532892195861922)	(28, 0.15595699034331886)	(29, 0.15892877082821028)	(30, 0.16192104635092855)	(31, 0.16577069762273616)	(32, 0.16860926036175314)	(33, 0.1732548022691696)	(34, 0.17716935449409554)	(35, 0.18029826360232604)	(36, 0.19038865389240564)	(37, 0.19589498738854927)	(38, 0.20006231174667286)	(39, 0.20423988362370987)	(40, 0.20802804978203698)	(41, 0.2118230476196397)	(42, 0.21521839221961908)	(43, 0.2187435387258351)	(44, 0.22233017034553165)	(45, 0.22590655444631477)	(46, 0.22952734446238937)	(47, 0.2332198671108579)	(48, 0.23671427106033366)	(49, 0.24037263531242414)	(50, 0.24425986082024762)	(51, 0.24811975961096866)	(52, 0.25174054962704323)	(53, 0.2554535673133386)	(54, 0.2588420802340424)	(55, 0.2628420284499135)	(56, 0.26731336253580185)	(57, 0.27099563766535695)	(58, 0.27565484293132464)	(59, 0.2802833056405521)	(60, 0.2843584023284549)	(61, 0.2886247860360749)	(62, 0.29314735771653033)	(63, 0.2975674542078516)	(64, 0.3028346789293488)
SRR6984620 - polyg	(1, 0.09032163170287223)	(2, 0.6464339880962771)	(3, 0.6471376510616652)	(4, 0.6474689875065324)	(5, 0.6482956206988815)	(6, 0.6492554716371051)	(7, 0.6493852735433416)	(8, 0.6495287388081296)	(9, 0.6497439367053113)	(10, 0.6499830454799578)	(11, 0.6503177977644627)	(12, 0.6507174510020861)	(13, 0.6510658666451423)	(14, 0.6513391338161668)	(15, 0.6516568069024828)	(16, 0.651899331516767)	(17, 0.6521076977346733)	(18, 0.6524219549813514)	(19, 0.6527054696712893)	(20, 0.653081212031448)	(21, 0.6532964099286298)	(22, 0.653593587977119)	(23, 0.6538839343463324)	(24, 0.6542221024704753)	(25, 0.6545226963586023)	(26, 0.6549633396718793)	(27, 0.6553800721076916)	(28, 0.655796804543504)	(29, 0.6564150715179469)	(30, 0.6571187344833349)	(31, 0.6576071995515412)	(32, 0.658440664423166)	(33, 0.6592194758605858)	(34, 0.6600256140151081)	(35, 0.6609205640002133)	(36, 0.6621161078734454)	(37, 0.6631408597647873)	(38, 0.6641656116561292)	(39, 0.6655387791905273)	(40, 0.6668265507339802)	(41, 0.6681143222774332)	(42, 0.6698051628981473)	(43, 0.6722167456824385)	(44, 0.6744882790415796)	(45, 0.6768042183160122)	(46, 0.6789117913725387)	(47, 0.6808007506922455)	(48, 0.6842200061696896)	(49, 0.68667941070891)	(50, 0.6880935683189618)	(51, 0.6898561415720699)	(52, 0.691369358531618)	(53, 0.6930294565955918)	(54, 0.6948125248865267)	(55, 0.6963496527235394)	(56, 0.6985221267331843)	(57, 0.7003905910150642)	(58, 0.7024537581562992)	(59, 0.706299993588469)	(60, 0.7083324181729637)	(61, 0.7101838032566546)	(62, 0.7131145936658925)	(63, 0.7159804831220118)	(64, 0.7190752338338643)
SRR6984621 - illumina_universal_adapter	(1, 6.358202169478815e-05)	(2, 7.362128827817576e-05)	(3, 0.00035137433041856615)	(4, 0.0005253882845306179)	(5, 0.0005688917730586309)	(6, 0.002272220670040061)	(7, 0.002292299203206836)	(8, 0.002335802691734849)	(9, 0.002365920491485012)	(10, 0.0024529274685410377)	(11, 0.0024897381126801257)	(12, 0.0025432808677915263)	(13, 0.002596823622902927)	(14, 0.002673791333375565)	(15, 0.002777530421403904)	(16, 0.0029950478640439686)	(17, 0.00314229044060032)	(18, 0.0032393366842397337)	(19, 0.0033464221944625346)	(20, 0.003500357615407811)	(21, 0.0036576394585475505)	(22, 0.003861771212409765)	(23, 0.004055863699688592)	(24, 0.0042867668311065065)	(25, 0.004534402073496735)	(26, 0.004852312181970676)	(27, 0.005173568712639079)	(28, 0.005712342685947547)	(29, 0.006220998859505852)	(30, 0.006743040721842008)	(31, 0.007405632316345589)	(32, 0.008135152354738422)	(33, 0.00887136523752018)	(34, 0.00957411389835731)	(35, 0.010300287514555681)	(36, 0.011106775263421152)	(37, 0.011990230722759261)	(38, 0.013121321424487598)	(39, 0.014222294326465773)	(40, 0.015480549071583685)	(41, 0.017006517592258602)	(42, 0.018492329046599965)	(43, 0.02026593280966511)	(44, 0.022032843728341328)	(45, 0.0240808541113524)	(46, 0.026162328716308095)	(47, 0.028394392320014606)	(48, 0.031168576319224046)	(49, 0.03466893393463186)	(50, 0.03882519030015433)	(51, 0.043510181372401875)	(52, 0.048108165467593396)	(53, 0.05323153784731554)	(54, 0.058756480890373185)	(55, 0.06437177733268132)	(56, 0.07029829103907446)	(57, 0.07671338238585915)	(58, 0.0843900748999562)	(59, 0.09307069407239202)	(60, 0.1037993236278389)	(61, 0.1160539217039607)	(62, 0.13023271254189847)	(63, 0.14526818746161863)	(64, 0.1611068037080098)
SRR6984621 - polya	(1, 0.012562468918012356)	(2, 0.014520125901772938)	(3, 0.01710021741370355)	(4, 0.020152154455053382)	(5, 0.022792481566484325)	(6, 0.024934191770940344)	(7, 0.028578445540710047)	(8, 0.033159697524929255)	(9, 0.03957478887171394)	(10, 0.045752284242691774)	(11, 0.04929279892443313)	(12, 0.05222761118897678)	(13, 0.05522935189740967)	(14, 0.05818758911731455)	(15, 0.06083126265093995)	(16, 0.0637660749154836)	(17, 0.06687824755633376)	(18, 0.07056935123682594)	(19, 0.07397935545298326)	(20, 0.0776637662890865)	(21, 0.08239560727205653)	(22, 0.08702705558919267)	(23, 0.09000537134226433)	(24, 0.09273605185294576)	(25, 0.0956976354950451)	(26, 0.09830115196233695)	(27, 0.10164088131241056)	(28, 0.10389971629367277)	(29, 0.10645972927243662)	(30, 0.10912013491703433)	(31, 0.11193782240477178)	(32, 0.11445433189500762)	(33, 0.1168938736747708)	(34, 0.11962120776325777)	(35, 0.12249578442830109)	(36, 0.12723097183346557)	(37, 0.13087187918104082)	(38, 0.134338772574504)	(39, 0.13823400800885838)	(40, 0.14165739791379356)	(41, 0.14462902082247628)	(42, 0.1477077292413818)	(43, 0.15069608426103687)	(44, 0.15345688257146844)	(45, 0.1562645307926225)	(46, 0.1589383221259981)	(47, 0.1617225453917909)	(48, 0.16459712205683422)	(49, 0.16760220918746158)	(50, 0.1709586706485075)	(51, 0.17388679006866223)	(52, 0.17703242693145702)	(53, 0.17998397130697297)	(54, 0.1830426011927117)	(55, 0.18625516649939575)	(56, 0.18927363931880095)	(57, 0.1922787264494283)	(58, 0.19535408844613938)	(59, 0.19835582915457228)	(60, 0.2016219372163677)	(61, 0.20466718141332862)	(62, 0.20790986451976282)	(63, 0.21139014360200384)	(64, 0.21547277867924813)
SRR6984621 - polyg	(1, 0.05402463990740316)	(2, 0.35905771577705214)	(3, 0.35947936497355437)	(4, 0.3597537715935003)	(5, 0.3604866380540876)	(6, 0.36120946524809155)	(7, 0.36130316506953647)	(8, 0.3614169434241482)	(9, 0.36174154637701106)	(10, 0.36200926015256807)	(11, 0.36232382383884754)	(12, 0.36278563010168335)	(13, 0.36316377580965764)	(14, 0.36351515014007624)	(15, 0.3639167208034117)	(16, 0.36430825220016383)	(17, 0.36472655497447165)	(18, 0.36513816490439055)	(19, 0.365589931900643)	(20, 0.3660416988968954)	(21, 0.36634956973878596)	(22, 0.3667310618689547)	(23, 0.36717278959862376)	(24, 0.3675141246624589)	(25, 0.36796923808090587)	(26, 0.368447776454714)	(27, 0.36893970051729996)	(28, 0.36973949542177653)	(29, 0.37055267601503095)	(30, 0.37152313845142504)	(31, 0.3723229333559016)	(32, 0.3734741025907967)	(33, 0.37464200393666414)	(34, 0.3757128590388922)	(35, 0.37682052478525924)	(36, 0.37809885806354393)	(37, 0.3796582908061635)	(38, 0.38117087363806057)	(39, 0.3829076667569866)	(40, 0.3846745776756628)	(41, 0.3868095950357299)	(42, 0.3892759081930488)	(43, 0.39327488271543154)	(44, 0.3965577228881993)	(45, 0.39971339901757746)	(46, 0.40223994777439664)	(47, 0.40451886128882564)	(48, 0.4084877180114582)	(49, 0.41128867338822334)	(50, 0.4128882631971765)	(51, 0.4148325344921592)	(52, 0.41637188870161196)	(53, 0.4180283676878709)	(54, 0.41982204998410283)	(55, 0.42176966770128)	(56, 0.4239314564389028)	(57, 0.42600958462166405)	(58, 0.4281479484039256)	(59, 0.4316683845525002)	(60, 0.43396737660009593)	(61, 0.4360455047828572)	(62, 0.4387962638267054)	(63, 0.4418381616014718)	(64, 0.44569658639168713)
SRR6984622 - illumina_universal_adapter	(1, 6.05362672139655e-05)	(2, 7.328074452216876e-05)	(3, 0.0001370031310631851)	(4, 0.00023895894952881118)	(5, 0.0002644479041452177)	(6, 0.0006531544620454172)	(7, 0.000675457297334773)	(8, 0.0006945740132970778)	(9, 0.0007646686384921958)	(10, 0.0008092743090709072)	(11, 0.0008347632636873137)	(12, 0.000847507740995517)	(13, 0.000882555053593076)	(14, 0.0009080440082094825)	(15, 0.0009271607241717874)	(16, 0.0009526496787881939)	(17, 0.0009908831107128036)	(18, 0.0010418610199456168)	(19, 0.001105583406486633)	(20, 0.0011565613157194462)	(21, 0.0012330281795686657)	(22, 0.0013413562366883934)	(23, 0.0014433120551540196)	(24, 0.0015866874248713064)	(25, 0.001710946078626288)	(26, 0.0019116715962304894)	(27, 0.0021506305457593008)	(28, 0.0024150784499045183)	(29, 0.002698643070012041)	(30, 0.0030523023153146817)	(31, 0.0034410088732148812)	(32, 0.0039029961756372493)	(33, 0.004431891983927684)	(34, 0.005027696298086188)	(35, 0.005671292402150452)	(36, 0.006295771790252412)	(37, 0.006942554013643728)	(38, 0.007735897726079381)	(39, 0.008643941734288863)	(40, 0.009733594544140241)	(41, 0.010864666905243282)	(42, 0.01214867299404476)	(43, 0.013588798929871729)	(44, 0.01519778919003239)	(45, 0.016803593330866003)	(46, 0.0185527728414169)	(47, 0.020486747272936746)	(48, 0.022908197961495364)	(49, 0.025766146997859948)	(50, 0.029070152740011644)	(51, 0.03295084608035954)	(52, 0.037060940012255086)	(53, 0.04155974050205084)	(54, 0.04642813083378449)	(55, 0.051535480115046946)	(56, 0.05693595237439808)	(57, 0.06319349073272588)	(58, 0.07005957788252039)	(59, 0.07845181618997224)	(60, 0.08815673566016902)	(61, 0.0995726012089921)	(62, 0.11273446014903901)	(63, 0.12634874803352716)	(64, 0.14106861932450193)
